index,0
Herman Schopp,Austro-Hungarian emigrants to the United States
Emanuel Schreiber,Austro-Hungarian emigrants to the United States
Grete Margaret Schüller,Austro-Hungarian emigrants to the United States
Ernestine Schumann-Heink,Austro-Hungarian emigrants to the United States
Eugenia Schuster,Austro-Hungarian emigrants to the United States
Rudolf Schwarz (sculptor),Austro-Hungarian emigrants to the United States
Louis H. Schwitzer,Austro-Hungarian emigrants to the United States
Charles Sealsfield,Austro-Hungarian emigrants to the United States
Martin Mathias Secor,Austro-Hungarian emigrants to the United States
Ladislas Segoe,Austro-Hungarian emigrants to the United States
Anton Seidl,Austro-Hungarian emigrants to the United States
Ambrose Senyshyn,Austro-Hungarian emigrants to the United States
Fred Sersen,Austro-Hungarian emigrants to the United States
Carl Sherman,Austro-Hungarian emigrants to the United States
Sam Sidman,Austro-Hungarian emigrants to the United States
Ascher Silberstein,Austro-Hungarian emigrants to the United States
Isidore Singer,Austro-Hungarian emigrants to the United States
Leo Singer,Austro-Hungarian emigrants to the United States
John Slezak,Austro-Hungarian emigrants to the United States
Michael Somogyi,Austro-Hungarian emigrants to the United States
Bella Spewack,Austro-Hungarian emigrants to the United States
Milivoy Stoyan Stanoyevich,Austro-Hungarian emigrants to the United States
John Stariha,Austro-Hungarian emigrants to the United States
Karl Stefan,Austro-Hungarian emigrants to the United States
Herman Steiner,Austro-Hungarian emigrants to the United States
Max Steiner,Austro-Hungarian emigrants to the United States
Wilhelm Steinitz,Austro-Hungarian emigrants to the United States
Josef von Sternberg,Austro-Hungarian emigrants to the United States
Max Steuer,Austro-Hungarian emigrants to the United States
Joseph Stillburg,Austro-Hungarian emigrants to the United States
Josef Stránský,Austro-Hungarian emigrants to the United States
Lee Strasberg,Austro-Hungarian emigrants to the United States
Adolph Strasser,Austro-Hungarian emigrants to the United States
Erich von Stroheim,Austro-Hungarian emigrants to the United States
Nick Stuart,Austro-Hungarian emigrants to the United States
Louis Svećenski,Austro-Hungarian emigrants to the United States
Frank Taffel,Austro-Hungarian emigrants to the United States
Mary Tarcai,Austro-Hungarian emigrants to the United States
Rudolph G. Tenerowicz,Austro-Hungarian emigrants to the United States
Karl von Terzaghi,Austro-Hungarian emigrants to the United States
Nikola Tesla,Austro-Hungarian emigrants to the United States
Max Thorek,Austro-Hungarian emigrants to the United States
Helen Spitzer Tichauer,Austro-Hungarian emigrants to the United States
Joseph Tomanek,Austro-Hungarian emigrants to the United States
Peter Tomich,Austro-Hungarian emigrants to the United States
Alexis Toth,Austro-Hungarian emigrants to the United States
Edward Buk Ulreich,Austro-Hungarian emigrants to the United States
Dutch Ulrich,Austro-Hungarian emigrants to the United States
Albert Vadas,Austro-Hungarian emigrants to the United States
Charles J. Vopicka,Austro-Hungarian emigrants to the United States
Slavko Vorkapich,Austro-Hungarian emigrants to the United States
Otto Wahle,Austro-Hungarian emigrants to the United States
Julia Warhola,Austro-Hungarian emigrants to the United States
Gabriel von Wayditch,Austro-Hungarian emigrants to the United States
Frederick Johann Weber,Austro-Hungarian emigrants to the United States
Weegee,Austro-Hungarian emigrants to the United States
Jacob Weinberger,Austro-Hungarian emigrants to the United States
Johnny Weissmuller,Austro-Hungarian emigrants to the United States
Robert J. Weitlaner,Austro-Hungarian emigrants to the United States
Gabriel Wells,Austro-Hungarian emigrants to the United States
Francis Xavier Weninger,Austro-Hungarian emigrants to the United States
Max Winter,Austro-Hungarian emigrants to the United States
Aaron Wise,Austro-Hungarian emigrants to the United States
Stephen Samuel Wise,Austro-Hungarian emigrants to the United States
Michael J. Wytrwal,Austro-Hungarian emigrants to the United States
Louis Yaeger,Austro-Hungarian emigrants to the United States
Gregory Žatkovich,Austro-Hungarian emigrants to the United States
Paul Zatkovich,Austro-Hungarian emigrants to the United States
Casimir Zeglen,Austro-Hungarian emigrants to the United States
Marion Zioncheck,Austro-Hungarian emigrants to the United States
Roberto Aguirre-Sacasa,"LGBT people from Washington, D.C."
C.C. Dasham and Jeb Alexander,"LGBT people from Washington, D.C."
Christopher R. Barron,"LGBT people from Washington, D.C."
Roberta Cordano,"LGBT people from Washington, D.C."
Nan Goldin,"LGBT people from Washington, D.C."
Tim Gunn,"LGBT people from Washington, D.C."
Death of Tyra Hunter,"LGBT people from Washington, D.C."
Kelela,"LGBT people from Washington, D.C."
Jack Nichols (activist),"LGBT people from Washington, D.C."
J. August Richards,"LGBT people from Washington, D.C."
Thomas Roberts (television journalist),"LGBT people from Washington, D.C."
Mo Rocca,"LGBT people from Washington, D.C."
André Leon Talley,"LGBT people from Washington, D.C."
Tim Tate,"LGBT people from Washington, D.C."
Rip Taylor,"LGBT people from Washington, D.C."
Michael W. Twitty,"LGBT people from Washington, D.C."
Dan Vera,"LGBT people from Washington, D.C."
Paula Vogel,"LGBT people from Washington, D.C."
Samira Wiley,"LGBT people from Washington, D.C."
Thalia Zedek,"LGBT people from Washington, D.C."
Black Nova Scotians,Canadian people of African-American descent
Anderson Ruffin Abbott,Canadian people of African-American descent
Wilson Ruffin Abbott,Canadian people of African-American descent
Ayo Akinola,Canadian people of African-American descent
August Ames,Canadian people of African-American descent
Tré Armstrong,Canadian people of African-American descent
Emery Barnes,Canadian people of African-American descent
Tyrone Benskin,Canadian people of African-American descent
Salome Bey,Canadian people of African-American descent
Henry Bibb,Canadian people of African-American descent
Charlie Biddle,Canadian people of African-American descent
Sonya Biddle,Canadian people of African-American descent
Stephanie Biddle,Canadian people of African-American descent
Oliver Bowen,Canadian people of African-American descent
Benjamin Bronfman,Canadian people of African-American descent
Dianne Brooks,Canadian people of African-American descent
Donovan Brown,Canadian people of African-American descent
Mel Brown (guitarist),Canadian people of African-American descent
Nate Burleson,Canadian people of African-American descent
Hugh Burnett,Canadian people of African-American descent
Cadence Weapon,Canadian people of African-American descent
Rubin Carter,Canadian people of African-American descent
"Earl ""Flat"" Chase",Canadian people of African-American descent
Chatham Coloured All-Stars,Canadian people of African-American descent
George Elliott Clarke,Canadian people of African-American descent
Jimmy Claxton,Canadian people of African-American descent
Pinball Clemons,Canadian people of African-American descent
Nesta Cooper,Canadian people of African-American descent
Christian Covington,Canadian people of African-American descent
Arlene Duncan,Canadian people of African-American descent
Louise Edwards,Canadian people of African-American descent
Cheryl Foggo,Canadian people of African-American descent
Abner Hunt Francis,Canadian people of African-American descent
Sydna Edmonia Robella Francis,Canadian people of African-American descent
Matt Galloway,Canadian people of African-American descent
Dominique Gaspard,Canadian people of African-American descent
Mifflin Wistar Gibbs,Canadian people of African-American descent
Wayne Grady (author),Canadian people of African-American descent
Anais Granofsky,Canadian people of African-American descent
Wilfred 'Boomer' Harding,Canadian people of African-American descent
Johanne Harrelle,Canadian people of African-American descent
Darrell Henegan,Canadian people of African-American descent
Josiah Henson,Canadian people of African-American descent
Dan Hill,Canadian people of African-American descent
Lawrence Hill,Canadian people of African-American descent
John Christie Holland,Canadian people of African-American descent
John Howard (athlete),Canadian people of African-American descent
William Peyton Hubbard,Canadian people of African-American descent
Freddie James (musician),Canadian people of African-American descent
Sterling Jarvis,Canadian people of African-American descent
Sarah Jeffery,Canadian people of African-American descent
Ferguson Jenkins,Canadian people of African-American descent
Harry Jerome,Canadian people of African-American descent
Valerie Jerome,Canadian people of African-American descent
Clark Johnson,Canadian people of African-American descent
Anna H. Jones,Canadian people of African-American descent
Jeff Jones (musician),Canadian people of African-American descent
T. J. Jones,Canadian people of African-American descent
Tattiawna Jones,Canadian people of African-American descent
Sayyd Abdul Al-Khabyyr,Canadian people of African-American descent
Daurene Lewis,Canadian people of African-American descent
Ray Lewis (sprinter),Canadian people of African-American descent
Jesse Lipscombe,Canadian people of African-American descent
Lesra Martin,Canadian people of African-American descent
Elijah McCoy,Canadian people of African-American descent
Sean Millington,Canadian people of African-American descent
Donald Oliver,Canadian people of African-American descent
Jeffrey Orridge,Canadian people of African-American descent
Burr Plato,Canadian people of African-American descent
Micha Powell,Canadian people of African-American descent
Pressa (rapper),Canadian people of African-American descent
Caroline Quarlls,Canadian people of African-American descent
Jordan Reaves,Canadian people of African-American descent
Ryan Reaves,Canadian people of African-American descent
Georgette Reed,Canadian people of African-American descent
Cabbie Richards,Canadian people of African-American descent
Jackie Richardson,Canadian people of African-American descent
Sam Richardson (athlete),Canadian people of African-American descent
Robert Sacre,Canadian people of African-American descent
Alvin Sanders,Canadian people of African-American descent
Ecstasia Sanders,Canadian people of African-American descent
Abraham D. Shadd,Canadian people of African-American descent
Corrine Sparks,Canadian people of African-American descent
Sylvia Stark,Canadian people of African-American descent
Fred Thomas (athlete),Canadian people of African-American descent
Nerene Virgin,Canadian people of African-American descent
Bill White (Canadian politician),Canadian people of African-American descent
Jack White (politician),Canadian people of African-American descent
Portia White,Canadian people of African-American descent
Angela Whyte,Canadian people of African-American descent
Andrew Wiggins,Canadian people of African-American descent
Nick Wiggins (basketball),Canadian people of African-American descent
Genelle Williams,Canadian people of African-American descent
John Williams Jr.,Canadian people of African-American descent
Eddie Ababio,Ghanaian emigrants to the United States
Edmund Abaka,Ghanaian emigrants to the United States
Adelaide Abankwah,Ghanaian emigrants to the United States
Sammi Adjei,Ghanaian emigrants to the United States
Freddy Adu,Ghanaian emigrants to the United States
James Emman Kwegyir Aggrey,Ghanaian emigrants to the United States
Abdul Razak Alhassan,Ghanaian emigrants to the United States
Ruby Amanfu,Ghanaian emigrants to the United States
Alexander Anim-Mensah,Ghanaian emigrants to the United States
Owuraku Amofah,Ghanaian emigrants to the United States
Ezekiel Ansah,Ghanaian emigrants to the United States
Derrick Ashong,Ghanaian emigrants to the United States
Kathleen Ayensu,Ghanaian emigrants to the United States
Peggielene Bartels,Ghanaian emigrants to the United States
Ahmed Tijani Ben Omar,Ghanaian emigrants to the United States
Michael Blackson,Ghanaian emigrants to the United States
Blitz the Ambassador,Ghanaian emigrants to the United States
Kofi Boahene,Ghanaian emigrants to the United States
Kofi Bonner,Ghanaian emigrants to the United States
Amida Brimah,Ghanaian emigrants to the United States
Alexander A. Clerk,Ghanaian emigrants to the United States
Joshua Clottey,Ghanaian emigrants to the United States
Meri Nana-Ama Danquah,Ghanaian emigrants to the United States
Yaa Gyasi,Ghanaian emigrants to the United States
Derrick Jones (soccer),Ghanaian emigrants to the United States
Kofi Kingston,Ghanaian emigrants to the United States
Ave Kludze,Ghanaian emigrants to the United States
Nana Kuffour,Ghanaian emigrants to the United States
Edmund Kugbila,Ghanaian emigrants to the United States
Benjamin Kwakye,Ghanaian emigrants to the United States
Thomas Mensah (engineer),Ghanaian emigrants to the United States
Michael K. Obeng,Ghanaian emigrants to the United States
Fred Onovwerosuoke,Ghanaian emigrants to the United States
Anna Gifty Opoku-Agyeman,Ghanaian emigrants to the United States
Awuah Panin III,Ghanaian emigrants to the United States
Pee GH,Ghanaian emigrants to the United States
Mimi Plange,Ghanaian emigrants to the United States
Venture Smith,Ghanaian emigrants to the United States
Daniel Asua Wubah,Ghanaian emigrants to the United States
Jamaal Bowman,African-American people in New York (state) politics
Lee P. Brown,African-American people in New York (state) politics
Yvette Clarke,African-American people in New York (state) politics
Randy Daniels,African-American people in New York (state) politics
Benjamin J. Davis Jr.,African-American people in New York (state) politics
Hubert Thomas Delany,African-American people in New York (state) politics
Antonio Delgado (politician),African-American people in New York (state) politics
Edward R. Dudley,African-American people in New York (state) politics
Michel Faulkner,African-American people in New York (state) politics
Floyd Flake,African-American people in New York (state) politics
Arthur C. Ford,African-American people in New York (state) politics
Lenora Fulani,African-American people in New York (state) politics
Gang of Four (Harlem),African-American people in New York (state) politics
Paul Gibson Jr.,African-American people in New York (state) politics
Alice Green,African-American people in New York (state) politics
Anna Arnold Hedgeman,African-American people in New York (state) politics
Richard E. Jackson,African-American people in New York (state) politics
Letitia James,African-American people in New York (state) politics
Andy King (American politician),African-American people in New York (state) politics
John King Jr.,African-American people in New York (state) politics
Bertha Lewis (activist),African-American people in New York (state) politics
William Lynch Jr.,African-American people in New York (state) politics
Jimmy McMillan,African-American people in New York (state) politics
Charlene Mitchell,African-American people in New York (state) politics
Ferdinand Q. Morton,African-American people in New York (state) politics
Hugh Mulzac,African-American people in New York (state) politics
Major Owens,African-American people in New York (state) politics
David Paterson,African-American people in New York (state) politics
Adam Clayton Powell Jr.,African-American people in New York (state) politics
Donovan Richards,African-American people in New York (state) politics
Selvena Brooks-Powers,African-American people in New York (state) politics
Larry Sharpe (politician),African-American people in New York (state) politics
Al Sharpton,African-American people in New York (state) politics
Bill Thompson (New York politician),African-American people in New York (state) politics
Kenneth P. Thompson,African-American people in New York (state) politics
Edolphus Towns,African-American people in New York (state) politics
Benjamin Ward,African-American people in New York (state) politics
Tremaine Wright,African-American people in New York (state) politics
Anita Antoinette,Jamaican emigrants to the United States
Nicholas Addlery,Jamaican emigrants to the United States
Lester Afflick,Jamaican emigrants to the United States
Rohan Alexander,Jamaican emigrants to the United States
Timroy Allen,Jamaican emigrants to the United States
Winifred Hall Allen,Jamaican emigrants to the United States
Ambelique,Jamaican emigrants to the United States
Alicia Ashley,Jamaican emigrants to the United States
Maurice Ashley,Jamaican emigrants to the United States
Gil Bailey,Jamaican emigrants to the United States
Orlando Baker,Jamaican emigrants to the United States
Corey Ballentine,Jamaican emigrants to the United States
Phil Bardowell,Jamaican emigrants to the United States
Barrington Bartley,Jamaican emigrants to the United States
Roxanne Beckford,Jamaican emigrants to the United States
Thom Bell,Jamaican emigrants to the United States
Black Chiney,Jamaican emigrants to the United States
Olaf Blackwood,Jamaican emigrants to the United States
Ronald Blackwood,Jamaican emigrants to the United States
Marsha Stephanie Blake,Jamaican emigrants to the United States
Vivian Blake,Jamaican emigrants to the United States
Cedella Booker,Jamaican emigrants to the United States
Shaun Bridgmohan,Jamaican emigrants to the United States
Charles Hopel Brown,Jamaican emigrants to the United States
C. B. Bucknor,Jamaican emigrants to the United States
Bushwick Bill,Jamaican emigrants to the United States
Yola Cain,Jamaican emigrants to the United States
Knox Cameron,Jamaican emigrants to the United States
Canibus,Jamaican emigrants to the United States
Amos H. Carnegie,Jamaican emigrants to the United States
Frederic G. Cassidy,Jamaican emigrants to the United States
Colin Channer,Jamaican emigrants to the United States
"Vincent ""Randy"" Chin",Jamaican emigrants to the United States
Albert Chong,Jamaican emigrants to the United States
Patrick Chung,Jamaican emigrants to the United States
Kofi Cockburn,Jamaican emigrants to the United States
Renford Cogle,Jamaican emigrants to the United States
Sarah Cooper,Jamaican emigrants to the United States
Jeff Cunningham,Jamaican emigrants to the United States
Noel DaCosta,Jamaican emigrants to the United States
Chili Davis,Jamaican emigrants to the United States
"John Davis (Medal of Honor, 1881)",Jamaican emigrants to the United States
Trevor Dawes,Jamaican emigrants to the United States
Jacob De Cordova,Jamaican emigrants to the United States
Kenrick Dennis,Jamaican emigrants to the United States
Errol Dixon,Jamaican emigrants to the United States
Wilfred Adolphus Domingo,Jamaican emigrants to the United States
Michel du Cille,Jamaican emigrants to the United States
Debbie Dunn,Jamaican emigrants to the United States
Etana (musician),Jamaican emigrants to the United States
Douglas Ewart,Jamaican emigrants to the United States
Patrick Ewing,Jamaican emigrants to the United States
Sandra Farmer-Patrick,Jamaican emigrants to the United States
Ira Lunan Ferguson,Jamaican emigrants to the United States
Parisa Fitz-Henley,Jamaican emigrants to the United States
Heather Foster,Jamaican emigrants to the United States
Colin Fowles,Jamaican emigrants to the United States
Robin Fraser,Jamaican emigrants to the United States
Neville Garrick,Jamaican emigrants to the United States
Marguerite Primrose Gerrard,Jamaican emigrants to the United States
Stacy-Ann Gooden,Jamaican emigrants to the United States
Claudia L. Gordon,Jamaican emigrants to the United States
Eddie Gordon (fighter),Jamaican emigrants to the United States
Chris Goslin,Jamaican emigrants to the United States
Karen Green (activist),Jamaican emigrants to the United States
Beverly Hall,Jamaican emigrants to the United States
Uriah Hall,Jamaican emigrants to the United States
Tanya Hamilton,Jamaican emigrants to the United States
Donald J. Harris,Jamaican emigrants to the United States
Orien Harris,Jamaican emigrants to the United States
Jovan Haye,Jamaican emigrants to the United States
Heavy D,Jamaican emigrants to the United States
Donna-Kay Henry,Jamaican emigrants to the United States
Peter Blair Henry,Jamaican emigrants to the United States
Robert A. Hill (historian),Jamaican emigrants to the United States
William Jacob Holland,Jamaican emigrants to the United States
HoodCelebrityy,Jamaican emigrants to the United States
Albert Huie,Jamaican emigrants to the United States
Danielle Hunter,Jamaican emigrants to the United States
Elmore Hutchinson,Jamaican emigrants to the United States
Barrington Irving,Jamaican emigrants to the United States
G. Winston James,Jamaican emigrants to the United States
Kamara James,Jamaican emigrants to the United States
Marlon James (novelist),Jamaican emigrants to the United States
Jason D. Hill,Jamaican emigrants to the United States
Omari Johnson,Jamaican emigrants to the United States
Noel Jones (Pentecostal bishop),Jamaican emigrants to the United States
Marcia V. Keizs,Jamaican emigrants to the United States
Andrew Kennedy (basketball),Jamaican emigrants to the United States
Heather Knight (educator),Jamaican emigrants to the United States
DJ Kool Herc,Jamaican emigrants to the United States
Jermaine Lawson,Jamaican emigrants to the United States
Edward Philip Livingston,Jamaican emigrants to the United States
Lee Boyd Malvo,Jamaican emigrants to the United States
Rajiv Maragh,Jamaican emigrants to the United States
Stephen Marley (musician),Jamaican emigrants to the United States
Shara McCallum,Jamaican emigrants to the United States
Claude McKay,Jamaican emigrants to the United States
Frederick de Sola Mendes,Jamaican emigrants to the United States
Jeanine Menze,Jamaican emigrants to the United States
Ras Midas,Jamaican emigrants to the United States
Midnight (wrestler),Jamaican emigrants to the United States
Machel Millwood,Jamaican emigrants to the United States
Denroy Morgan,Jamaican emigrants to the United States
Gramps Morgan,Jamaican emigrants to the United States
Keith Anthony Morrison,Jamaican emigrants to the United States
Lewis Morrison,Jamaican emigrants to the United States
Paula Murad Coburn,Jamaican emigrants to the United States
Shirley Nathan-Pulliam,Jamaican emigrants to the United States
Karen E. Nelson,Jamaican emigrants to the United States
Colin A. Palmer,Jamaican emigrants to the United States
Evan Parke,Jamaican emigrants to the United States
Orlando Patterson,Jamaican emigrants to the United States
Matt Peart,Jamaican emigrants to the United States
Pepa (rapper),Jamaican emigrants to the United States
Anton Phillips,Jamaican emigrants to the United States
Patricia Powell,Jamaican emigrants to the United States
Angella Reid,Jamaican emigrants to the United States
Suziann Reid,Jamaican emigrants to the United States
Pauline Rhodd-Cummings,Jamaican emigrants to the United States
Shawn Rhoden,Jamaican emigrants to the United States
Sanya Richards-Ross,Jamaican emigrants to the United States
Michael Richards (sculptor),Jamaican emigrants to the United States
Kateema Riettie,Jamaican emigrants to the United States
Rumeal Robinson,Jamaican emigrants to the United States
Hazelle P. Rogers,Jamaican emigrants to the United States
Joel Augustus Rogers,Jamaican emigrants to the United States
Sadiki,Jamaican emigrants to the United States
Roxroy Salmon,Jamaican emigrants to the United States
Winsome Sears,Jamaican emigrants to the United States
Shaggy (musician),Jamaican emigrants to the United States
Ted Shearer,Jamaican emigrants to the United States
Frank Silvera,Jamaican emigrants to the United States
Louis Simpson,Jamaican emigrants to the United States
Madge Sinclair,Jamaican emigrants to the United States
Toni-Ann Singh,Jamaican emigrants to the United States
Sister Nancy,Jamaican emigrants to the United States
Sleepy Hallow (rapper),Jamaican emigrants to the United States
Ferdinand Smith,Jamaican emigrants to the United States
Richard Staple,Jamaican emigrants to the United States
Edward A. Stevenson Sr.,Jamaican emigrants to the United States
Vincent Stewart,Jamaican emigrants to the United States
Dorceta Taylor,Jamaican emigrants to the United States
MC Tee,Jamaican emigrants to the United States
Ekwueme Michael Thelwell,Jamaican emigrants to the United States
Basil Wallace,Jamaican emigrants to the United States
James S. Watson,Jamaican emigrants to the United States
Art Welch,Jamaican emigrants to the United States
Devon White (baseball),Jamaican emigrants to the United States
Jheanelle Wilkins,Jamaican emigrants to the United States
Heather A. Williams,Jamaican emigrants to the United States
Janice Savin Williams,Jamaican emigrants to the United States
Jenna Wolfe,Jamaican emigrants to the United States
Carl Wright (cricketer),Jamaican emigrants to the United States
Fearon Wright,Jamaican emigrants to the United States
Ray Wynter,Jamaican emigrants to the United States
Jerome Young,Jamaican emigrants to the United States
Patsy Yuen,Jamaican emigrants to the United States
Fiona Zedde,Jamaican emigrants to the United States
Daayiee Abdullah,LGBT people from Michigan
Claudia Allen,LGBT people from Michigan
Renee Alway,LGBT people from Michigan
Dan Amboyer,LGBT people from Michigan
Nicco Annan,LGBT people from Michigan
Carol Anshaw,LGBT people from Michigan
Kay Ulanday Barrett,LGBT people from Michigan
Samiya Bashir,LGBT people from Michigan
Eve Beglarian,LGBT people from Michigan
Simone Bell,LGBT people from Michigan
Tommye Blount,LGBT people from Michigan
Beth Brant,LGBT people from Michigan
Forman Brown,LGBT people from Michigan
Roger Brown (psychologist),LGBT people from Michigan
Cookie Buffet,LGBT people from Michigan
David Burtka,LGBT people from Michigan
Tim Carvell,LGBT people from Michigan
Mary Elizabeth Clark,LGBT people from Michigan
Garrett Clayton,LGBT people from Michigan
Lynn Conway,LGBT people from Michigan
John Corvino,LGBT people from Michigan
David Coulter (politician),LGBT people from Michigan
Craig Covey,LGBT people from Michigan
Tom Crosslin,LGBT people from Michigan
Elijah Daniel,LGBT people from Michigan
Jerry DeGrieck,LGBT people from Michigan
Ruth Ellis (activist),LGBT people from Michigan
Eric Fanning,LGBT people from Michigan
Feloni,LGBT people from Michigan
David France (writer),LGBT people from Michigan
Stephen Gendin,LGBT people from Michigan
Gwendolyn Graham and Cathy Wood,LGBT people from Michigan
John Grant (musician),LGBT people from Michigan
Aaron Hamburger,LGBT people from Michigan
E. Lynn Harris,LGBT people from Michigan
Quentin Harris,LGBT people from Michigan
Matt Heinz,LGBT people from Michigan
Michael Hendricks,LGBT people from Michigan
Mary Kay Henry,LGBT people from Michigan
James Leo Herlihy,LGBT people from Michigan
Marguerite Hicks,LGBT people from Michigan
Tom Hulce,LGBT people from Michigan
Michael R. Jackson,LGBT people from Michigan
Jennell Jaquays,LGBT people from Michigan
Andrew Keenan-Bolger,LGBT people from Michigan
Dan Kloeffler,LGBT people from Michigan
Norman Korpi,LGBT people from Michigan
Lisa Kron,LGBT people from Michigan
Lawrence La Fountain-Stokes,LGBT people from Michigan
David Lasley,LGBT people from Michigan
Jack Law,LGBT people from Michigan
W. Dorr Legg,LGBT people from Michigan
Mitchell Leisen,LGBT people from Michigan
Heather MacAllister (activist),LGBT people from Michigan
Chris Magnus,LGBT people from Michigan
Peter McWilliams,LGBT people from Michigan
Taylor Mead,LGBT people from Michigan
Gary Miller (conductor),LGBT people from Michigan
Holly Miranda,LGBT people from Michigan
Jeffrey Montgomery,LGBT people from Michigan
Dana Nessel,LGBT people from Michigan
Tyler Oakley,LGBT people from Michigan
Jack O'Brien (director),LGBT people from Michigan
Stacie Passon,LGBT people from Michigan
Hank Plante,LGBT people from Michigan
Mary Lynn Rajskub,LGBT people from Michigan
Diona Reasonover,LGBT people from Michigan
L.J. Roberts,LGBT people from Michigan
Sara Ryan,LGBT people from Michigan
Sean Sasser,LGBT people from Michigan
Greta Schiller,LGBT people from Michigan
Thomas Schippers,LGBT people from Michigan
Nisi Shawl,LGBT people from Michigan
Nate Silver,LGBT people from Michigan
Brian Michael Smith,LGBT people from Michigan
George Solomos,LGBT people from Michigan
James St. James,LGBT people from Michigan
Ryan Steele (actor),LGBT people from Michigan
Aimee Stephens,LGBT people from Michigan
Aryeh Lev Stollman,LGBT people from Michigan
Kaila Story,LGBT people from Michigan
Jon Stryker,LGBT people from Michigan
Ron Suresha,LGBT people from Michigan
Michael Talbot (author),LGBT people from Michigan
Maddie Taylor,LGBT people from Michigan
Arthur H. Vandenberg Jr.,LGBT people from Michigan
Trent Vanegas,LGBT people from Michigan
Chuck Vincent (director),LGBT people from Michigan
Daniel Vosovic,LGBT people from Michigan
Nancy Wechsler,LGBT people from Michigan
Allee Willis,LGBT people from Michigan
Sherwin Wine,LGBT people from Michigan
Bizhan Aarabi,Iranian emigrants to the United States
Behnaam Aazhang,Iranian emigrants to the United States
Kamyar Abdi,Iranian emigrants to the United States
Salar Abdoh,Iranian emigrants to the United States
Mohammad Javad Abdolmohammadi,Iranian emigrants to the United States
Saeed Abedini,Iranian emigrants to the United States
Alexander Abian,Iranian emigrants to the United States
Hessam Abrishami,Iranian emigrants to the United States
Omid Abtahi,Iranian emigrants to the United States
Sarkis Acopian,Iranian emigrants to the United States
Janet Afary,Iranian emigrants to the United States
Gholam Reza Afkhami,Iranian emigrants to the United States
Kaveh L. Afrasiabi,Iranian emigrants to the United States
Shahriar Afshar,Iranian emigrants to the United States
Emmanuel Agassi,Iranian emigrants to the United States
Evin Agassi,Iranian emigrants to the United States
Vahe Aghabegians,Iranian emigrants to the United States
Nasim Najafi Aghdam,Iranian emigrants to the United States
Shohreh Aghdashloo,Iranian emigrants to the United States
Sohrab Ahmari,Iranian emigrants to the United States
Newsha Ajami,Iranian emigrants to the United States
Abass Alavi,Iranian emigrants to the United States
Mohammad Alavi (game developer),Iranian emigrants to the United States
Hassan Alavikia,Iranian emigrants to the United States
Azam Ali,Iranian emigrants to the United States
Baba Ali,Iranian emigrants to the United States
Roozbeh Aliabadi,Iranian emigrants to the United States
Masih Alinejad,Iranian emigrants to the United States
Leonardo Alishan,Iranian emigrants to the United States
Goli Ameri,Iranian emigrants to the United States
Mark Amin,Iranian emigrants to the United States
Nosratollah Amini,Iranian emigrants to the United States
Abbas Amir-Entezam,Iranian emigrants to the United States
Cyrus Amir-Mokri,Iranian emigrants to the United States
Hooshang Amirahmadi,Iranian emigrants to the United States
Jamshid Amouzegar,Iranian emigrants to the United States
Jahangir Amuzegar,Iranian emigrants to the United States
Andy (singer),Iranian emigrants to the United States
Nahid Angha,Iranian emigrants to the United States
Anousheh Ansari,Iranian emigrants to the United States
Cyrus A. Ansary,Iranian emigrants to the United States
Hushang Ansary,Iranian emigrants to the United States
Nina Ansary,Iranian emigrants to the United States
Saman Arbabi,Iranian emigrants to the United States
Aref (singer),Iranian emigrants to the United States
Yahya Armajani,Iranian emigrants to the United States
Siah Armajani,Iranian emigrants to the United States
Tala Ashe,Iranian emigrants to the United States
Mehdi Ashraphijuo,Iranian emigrants to the United States
Reza Aslan,Iranian emigrants to the United States
Faramarz Aslani,Iranian emigrants to the United States
Abolhassan Astaneh-Asl,Iranian emigrants to the United States
Kambiz Atabay,Iranian emigrants to the United States
Emik Avakian,Iranian emigrants to the United States
Rasoul Azadani,Iranian emigrants to the United States
Shoja Azari,Iranian emigrants to the United States
Gholam Reza Azhari,Iranian emigrants to the United States
Fakhreddin Azimi,Iranian emigrants to the United States
Ashurbanipal Babilla,Iranian emigrants to the United States
Reza Badiyi,Iranian emigrants to the United States
Shaul Bakhash,Iranian emigrants to the United States
Jim Bakhtiar,Iranian emigrants to the United States
Sam Bakhtiar,Iranian emigrants to the United States
Mehrsa Baradaran,Iranian emigrants to the United States
Iraj Bashiri,Iranian emigrants to the United States
Mercedes Bass,Iranian emigrants to the United States
Fereydoon Batmanghelidj,Iranian emigrants to the United States
Najmieh Batmanglij,Iranian emigrants to the United States
Leila Bela,Iranian emigrants to the United States
Issa Benyamin,Iranian emigrants to the United States
Manuel Berberian,Iranian emigrants to the United States
Afsaneh Mashayekhi Beschloss,Iranian emigrants to the United States
Bahram Beyzai,Iranian emigrants to the United States
Sardar Biglari,Iranian emigrants to the United States
Bijan (designer),Iranian emigrants to the United States
Mina Bissell,Iranian emigrants to the United States
George Bournoutian,Iranian emigrants to the United States
Ariana Bundy,Iranian emigrants to the United States
George Chaharbakhshi,Iranian emigrants to the United States
Henri Charr,Iranian emigrants to the United States
Houchang Chehabi,Iranian emigrants to the United States
Hassan Chitsaz,Iranian emigrants to the United States
Shahram Chubin,Iranian emigrants to the United States
Aaron Cohen-Gadol,Iranian emigrants to the United States
Shaghayegh Cyrous,Iranian emigrants to the United States
William D. S. Daniel,Iranian emigrants to the United States
Parvin Darabi,Iranian emigrants to the United States
